Centre_ID,Centre_Title,Registration_Provider,Person_in_Charge,County,Maximum_Occupancy,Registration_Date,Registration_Conditions,Company_Directors,Chief_Inspector_Note,URL,reports
5158,Group J - St. Anne's Residential Services,Avista CLG,Linda Lalor,Tipperary,4,21-07-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 09/01/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/group-j-st-annes-residential-services,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5158-group-j-st-annes-residential-services-27-september-2023.pdf"" ""https://www.hiqa.ie/system/files?file=27s-residential-services-8-february-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5158-group-j-st-annes-residential-services-05-october-2021.pdf""]"
5157,Group K - St Anne's Residential Services,Avista CLG,Grainne Mahon,Tipperary,5,26-05-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 01/11/2022 . The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 5.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/group-k-st-annes-residential-services,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5157-group-k-st-annes-residential-services-22-november-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5157-group-k-st-annes-residential-services-12-july-2021.pdf""]"
5331,Gweedore Service,Health Service Executive,Michelle Quigley,Sligo,13,27-04-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 18/12/2020. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 13.",,,https://www.hiqa.ie/areas-we-work/find-a-centre/gweedore-service,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5331-gweedore-service-07-april-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5331-gweedore-service-14-july-2020.pdf""]"
1709,Hall Lodge,Sunbeam House Services CLG,Bernadette O'Halloran,Wicklow,4,21-09-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 24/01/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4","Paul Murphy,  John Downey,  Teresa Mc Nally,  Karen Kelly,  Miles Williams,  Niall Glynn,  Paul Brennan,  David Clarke,  Mary Kennedy,  Martin Wolohan,  Bernadette Ivers",,https://www.hiqa.ie/areas-we-work/find-a-centre/hall-lodge,"[""https://www.hiqa.ie/system/files?file=inspectionreports/1709-hall-lodge-19-january-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/1709-hall-lodge-07-december-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/1709-hall-lodge-17-june-2021.pdf""]"
8510,Hampton Gardens,Talbot Care Unlimited Company,,Dublin,2,16-05-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 10/03/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or younger shall be accommodated at the designated centre at any time,  with the exception of young people completing their final year of second level education.Condition 3The maximum number of persons that may be accommodated at the designated centre is 2.","John O'Halloran,  Laverne McGuinness",,https://www.hiqa.ie/areas-we-work/find-a-centre/hampton-gardens,
4040,Hansfield Group - Community Residential Service,Avista CLG,Brid Dempsey,Dublin,8,07-02-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 31/08/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 8.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/hansfield-group-community-residential-service,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4040-hansfield-group-community-residential-service-11-july-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4040-hansfield-group-community-residential-service-14-october-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4040-hansfield-group-community-residential-service-25-march-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4040-hansfield-group-community-residential-service-15-july-2021.pdf""]"
2034,Harbour Lights,Enable Ireland Disability Services Limited,Brenda Murphy,Cork,3,14-01-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 09/11//2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3.","Elizabeth Barry,  Jim (James) Bergin,  Marie Breen,  Lhara Mullins,  Alan Browne,  John McCarthy,  Michael Berkery,  Stephen Haughey,  Sean Anthony Houston,  Gemma Lacey",,https://www.hiqa.ie/areas-we-work/find-a-centre/harbour-lights,"[""https://www.hiqa.ie/system/files?file=inspectionreports/2034-harbour-lights-18-august-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/2034-harbour-lights-07-october-2020.pdf""]"
7753,Harbour View,Health Service Executive,Sinead Kelly Lynch,Sligo,11,24-03-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 05/08/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 11.",,,https://www.hiqa.ie/areas-we-work/find-a-centre/harbour-view,"[""https://www.hiqa.ie/system/files?file=inspectionreports/7753-harbour-view-24-october-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/7753-harbour-view-17-november-2021.pdf""]"
5691,Harmony,Health Service Executive,Alicia Brennan (Healy),Sligo,6,13-03-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 18/12/2017. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 6.",,,https://www.hiqa.ie/areas-we-work/find-a-centre/harmony,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5691-harmony-02-february-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5691-harmony-04-november-2020.pdf""]"
1850,Haughton House,St Catherine's Association CLG,Catherine Symes,Wicklow,4,17-02-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 17/11/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or younger shall be accommodated at the designated centre at any time,  with the exception of young people completing their final year of second level education.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4","Kathy Hoctor,  Annette Kinne,  Peggy Byrne,  Padraig Rushe,  Brendan Whelan,  Sean Reynolds,  Orna Stokes,  Evelyn Cawley",,https://www.hiqa.ie/areas-we-work/find-a-centre/haughton-house,"[""https://www.hiqa.ie/system/files?file=inspectionreports/1850-haughton-house-24-october-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/1850-haughton-house-30-september-2021.pdf""]"
5514,Haughton Lodge,St Catherine's Association CLG,Shannon Hubbard,Wicklow,1,30-09-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 22/03/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or younger shall be accommodated at the designated centre at any time,  with the exception of young people completing their final year of second level education.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 1","Kathy Hoctor,  Annette Kinne,  Peggy Byrne,  Padraig Rushe,  Brendan Whelan,  Sean Reynolds,  Orna Stokes,  Evelyn Cawley",,https://www.hiqa.ie/areas-we-work/find-a-centre/haughton-lodge,
8558,Hawthorn House,Nua Healthcare Services Limited,Maria Childs,Cork,5,22-05-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 17/05/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 5.","Joakim Lambotte,  Shane Kenny,  Alan Rosenbach,  Matthew Patrick,  Peter Moore,  Noel Dunne,  Niall Devereux",,https://www.hiqa.ie/areas-we-work/find-a-centre/hawthorn-house,
3359,Hawthorns,Health Service Executive,Mayra-Elysabel Orrillo-Rojas,Dublin,16,17-02-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 28/11/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 16.",,,https://www.hiqa.ie/areas-we-work/find-a-centre/hawthorns,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3359-hawthorns-31-may-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3359-hawthorns-25-november-2021.pdf"" ""https://www.hiqa.ie/system/files?file=20hawthorns-11-march-2021.pdf""]"
5602,Hayden's Park Way,Peter Bradley Foundation CLG,Shane Clancy,Dublin,4,30-10-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 14/04/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.","Tina Leonard,  Clair Cullinan,  Robert McCarthy,  Michael O'Mahony,  Hugh O'Connor,  Andy Heffernan,  Colm Eustace,  Ann Coyle,  Niamh Cahill",,https://www.hiqa.ie/areas-we-work/find-a-centre/haydens-park-way,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5602-haydens-park-way-06-september-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5602-haydens-park-way-12-april-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5602-haydens-park-way-12-may-2021.pdf""]"
3889,Hazel Grove,St Christopher's Services Company Limited by Guarantee,Cecilia Avarino-Finnegan,Longford,9,01-05-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 27/10/2020. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 9.","Thomas Queally,  Rose McKenna,  Moira Mahon Walsh,  Emmett Corcoran,  Uruemu Adejinmi,  Nicola Fennessy,  Ellie Shanley,  Beatrice Muldoon,  Margaret Connellan,  Derek Scanlon",,https://www.hiqa.ie/areas-we-work/find-a-centre/hazel-grove,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3889-hazel-grove-07-july-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3889-hazel-grove-03-february-2021.pdf""]"
4638,Hazel Grove,Brothers of Charity Services Ireland CLG,Roisin Glynn,Clare,6,30-07-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 25/01/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 6.","Siobhan Allen,  Geraldine Larkin,  Noel Corcoran,  Anne Geraghty,  Evin Cusack,  Joseph Delahunty,  John O'Shea,  John O'Shea,  John Gerard Barry,  Augustine (Alfred) Thomas Hassett,  John Hayes,  Patrick McGinley",,https://www.hiqa.ie/areas-we-work/find-a-centre/hazel-grove-0,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4638-hazel-grove-21-march-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4638-hazel-grove-27-october-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4638-hazel-grove-18-november-2020.pdf""]"
8104,Hazel Lodge,Terra Glen Residential Care Services Limited,Justyna Karolkiewicz,Wexford,3,21-01-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 29/07/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 3","Barbara McKernan,  Paul Clarke,  Ronan McKernan",,https://www.hiqa.ie/areas-we-work/find-a-centre/hazel-lodge,
5689,Hazelbrook,Waterford Intellectual Disability Association Company Limited By Guarantee,Aileen Crowley,Kilkenny,2,01-12-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on the 16/05/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 2.","Noel Power,  Frank Hogan,  William Power,  Eamonn Coady,  Linda Harte",,https://www.hiqa.ie/areas-we-work/find-a-centre/hazelbrook,"[""https://www.hiqa.ie/system/files?file=inspectionreports/5689-hazelbrook-19-june-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5689-hazelbrook-01-april-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/5689-hazelbrook-06-july-2020.pdf""]"
1820,Hazelville Home,St Joseph's Foundation,Breda Hedderman,Limerick,10,21-11-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 18/08/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 10.","Marie Ford,  Niamh O'Mara,  Kevin Whooley,  Thomas Galvin,  Michael Collins,  Andrea Murphy,  Mary Sheelagh Quealey,  Kate (Catherine) Colbert,  Maurice Riordan",,https://www.hiqa.ie/areas-we-work/find-a-centre/hazelville-home,"[""https://www.hiqa.ie/system/files?file=inspectionreports/1820-hazelville-home-21-june-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/1820-hazelville-home-13-january-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/1820-hazelville-home-21-july-2020.pdf""]"
8013,Hazelwood,Health Service Executive,Claire Foley,Sligo,4,01-08-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 08/04/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 4.",,,https://www.hiqa.ie/areas-we-work/find-a-centre/hazelwood-1,"[""https://www.hiqa.ie/system/files?file=inspectionreports/8013-hazelwood-03-august-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/8013-hazelwood-10-march-2020.pdf""]"
8554,Hazelwood,Brothers of Charity Services Ireland CLG,Carolann Keenehan,Clare,4,25-08-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 27/04/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.","Siobhan Allen,  Geraldine Larkin,  Noel Corcoran,  Anne Geraghty,  Evin Cusack,  Joseph Delahunty,  John O'Shea,  John O'Shea,  John Gerard Barry,  Augustine (Alfred) Thomas Hassett,  John Hayes,  Patrick McGinley",,https://www.hiqa.ie/areas-we-work/find-a-centre/hazelwood-2,
3321,Hazelwood,Health Service Executive,Karen Muldowney,Mayo,8,18-06-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 03/12/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 8.",,,https://www.hiqa.ie/areas-we-work/find-a-centre/hazelwood-0,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3321-hazelwood-07-february-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3321-hazelwood-05-august-2020.pdf""]"
2336,Hazelwood,St Michael's House,Paul Henry,Dublin,5,09-05-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 04/11/2021. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 5.","Denis O'Connor,  Jean Lane,  Ken Gormley,  Shahla Sabetina,  Susan Kent,  Ray McKenna,  Eoin McVey,  Ciaran Bolger,  Deirdre Moran,  Anthony Staines,  Tom Casey,  Liam O'Donohoe,  Mairtin MacAodha",,https://www.hiqa.ie/areas-we-work/find-a-centre/hazelwood,"[""https://www.hiqa.ie/system/files?file=inspectionreports/2336-hazelwood-15-september-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/2336-hazelwood-15-march-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/2336-hazelwood-31-may-2021.pdf""]"
4938,Hazelwood Services,Brothers of Charity Services Ireland CLG,Noel Connolly,Galway,6,21-07-2021,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 16/01/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 6.","Siobhan Allen,  Geraldine Larkin,  Noel Corcoran,  Anne Geraghty,  Evin Cusack,  Joseph Delahunty,  John O'Shea,  John O'Shea,  John Gerard Barry,  Augustine (Alfred) Thomas Hassett,  John Hayes,  Patrick McGinley",,https://www.hiqa.ie/areas-we-work/find-a-centre/hazelwood-services,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4938-hazelwood-services-18-may-2023.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4938-hazelwood-services-06-september-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4938-hazelwood-services-23-march-2021.pdf""]"
8202,Heather House,Nua Healthcare Services Limited,Mary Murray,Mayo,6,25-03-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 28/06/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 6.","Joakim Lambotte,  Shane Kenny,  Alan Rosenbach,  Matthew Patrick,  Peter Moore,  Noel Dunne,  Niall Devereux",,https://www.hiqa.ie/areas-we-work/find-a-centre/heather-house,
4461,Heather Services,Brothers of Charity Services Ireland CLG,Padraig Hegarty,Roscommon,9,10-05-2022,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 09/11/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 9.","Siobhan Allen,  Geraldine Larkin,  Noel Corcoran,  Anne Geraghty,  Evin Cusack,  Joseph Delahunty,  John O'Shea,  John O'Shea,  John Gerard Barry,  Augustine (Alfred) Thomas Hassett,  John Hayes,  Patrick McGinley",,https://www.hiqa.ie/areas-we-work/find-a-centre/heather-services,"[""https://www.hiqa.ie/system/files?file=inspectionreports/4461-heather-services-19-october-2021.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/4461-heather-services-26-august-2020.pdf""]"
3078,Helen's Road - Community Residential Service,Avista CLG,Deirdre Ferrick (Mullen),Dublin,4,14-02-2023,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 25/07/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 4.","Kieran Murphy,  Mary Kealy,  Sile Parsons,  Daniel O'Hare,  Noel Kidney,  Sally Byrne,  John O'Quigley",,https://www.hiqa.ie/areas-we-work/find-a-centre/helens-road-community-residential-service,"[""https://www.hiqa.ie/system/files?file=inspectionreports/3078-helens-road-community-residential-service-12-december-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3078-helens-road-community-residential-service-23-february-2022.pdf"" ""https://www.hiqa.ie/system/files?file=inspectionreports/3078-helens-road-community-residential-service-28-september-2021.pdf""]"
